,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7
0,fcbk,2012-06-25,break closure cut ill late lie miss quit,,satisfaction satisfy win,33.049999237060554,32.060001373291016,33.09999847412109,31.36000061035156,30.770000457763672
1,fcbk,2012-07-26,breach breaches break caution cautioned claims concern concerns conciliation cut erred ill late lie limitation limitations loss lying miss negative plea pleas poses quit sever sue sued taint,approximate approximately assuming assumption assumptions believe could depend dependent differ intangible may pending predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better despite effective enable enabled great greater improve improved popular satisfy superior transparency win,29.34000015258789,26.85000038146973,23.709999084472656,21.709999084472656,21.920000076293945
2,fcbk,2012-09-04,break closed closing cut disclose disclosed erring ill late lie lose losing lying miss plea pleas poses quit sue sued,anticipate approximate approximately assuming assumption assumptions believe depend depending differ may pending predict prediction predictions vary,able satisfaction satisfied satisfy win,18.059999465942386,17.729999542236328,18.57999992370605,18.979999542236328,20.709999084472656
3,fcbk,2012-10-15,acquiesce adverse adversely against allege alleged arrears bankrupt bankruptcy breach break bridge cancel cancellation cancelled caution cautions cease ceased ceases ceasing claiming claims closed closing closure closures concern conflict conflicting conflicts contested contrary correction counterclaim cut damage damages default defect defects defer deficit delay delayed deleterious delinquent denied deny deter detract disclaim disclaims disclose disclosed discontinuance discrepancy dismiss dismissal dismissed dispose dispute disregard disregarded dissolution distress doubt easing encumbrance encumbrances erred erring error errors exculpatory expose fail failed fails failure failures fault faults fined fines force forcing forego fraud fraudulent harm hazard hazardous ill illegal impair impaired impracticable inability inaccuracy inaccurate incapable incident incompetency inconsistency inconsistent incorrect ineffective infringe infringement infringements injury inquiry insolvency insufficient intentional interfere invalid invalidate invalidated investigation investigations involuntary irreparable lapse lapsed late laundering lie limitation limitations liquidate liquidation liquidator lose losing loss losses lying misconduct mislead misleading miss missed moratorium negative negatively negligence obsolescence obsolete omission omissions omit omits omitted onerous oppose opposed overdue penalties penalty pled poses postpone preclude prejudice protest punitive purport purported question quit reject rejected rejects relinquish renegotiation repudiate resign resignation restate restated restatement restructuring revoke revoked sever solvency standstill stress sue sued sues suing suspect suspected suspend suspended terminate terminated terminates termination terminations threat threaten threatened unable unemployment unlawful unpaid unqualified unreasonably usurious usury violate violation violative,ambiguity appear appears approximate approximately assume assumed assumes assumption assumptions believe believed believes conditional contingencies contingency contingent could depend dependence dependent depending differ doubt exposure exposures intangible likelihood may might pending possibility possible precaution precautions risk risks speculative tending unusual vary varying,able achieve achieved adequately advances assuring beneficial beneficially benefit best charitable conclusive confident diligent effective enable exclusive exclusively favorable gain gains good great greater greatest improve improved improvement improvements improving invent invention inventions leading opportunities satisfaction satisfactory satisfied satisfies satisfy succeed succeeded succeeding success win,19.520000457763672,19.520000457763672,19.479999542236328,18.979999542236328,23.229999542236328
4,fcbk,2012-10-23,breach breaches break caution cautioned concern concerns conciliation cut decline erred ill late lie limitation limitations lose loss lying miss plea pleas poses quit sever sue sued taint,approximate approximately assuming assumption assumptions believe could depend dependent differ intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit despite easy effective enable great greater happy improve satisfy strong stronger superior transparency valuable win,19.31999969482422,19.5,23.229999542236328,21.940000534057614,21.209999084472656
5,fcbk,2012-10-29,break cut default fault ill late lie miss restate restated,,able satisfy win,21.940000534057614,21.209999084472656,22.270000457763672,21.209999084472656,20.46999931335449
6,fcbk,2012-11-29,break cut ill lie miss,may,exclusive satisfy win,26.36000061035156,27.31999969482422,28.0,27.459999084472656,27.84000015258789
7,fcbk,2013-01-30,breach breaches break caution cautioned closing closure concern concerns conciliation cut disclosing erred ill late lie limitation limitations losing loss lying miss plea pleas poses quit sever sue sued taint,approximate approximately assuming assumption assumptions believe could depend dependent differ intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able achieve benefit despite effective enable enables good great greater improve improved satisfy stability strong stronger superior transparency valuable win,30.790000915527344,31.239999771118164,30.979999542236328,28.11000061035156,28.54999923706055
8,fcbk,2013-03-06,break collapse cut deter fines ill lapse lie lying miss penalties termination,approximate approximately hidden,able satisfy win,27.520000457763672,27.45000076293945,28.57999992370605,28.13999938964844,26.649999618530273
9,fcbk,2013-04-03,break closing collapse cut disclosing ill lapse lie losing miss,hidden,able effective satisfy win,25.420000076293945,26.25,27.06999969482422,26.85000038146973,27.399999618530273
10,fcbk,2013-04-26,break cut ill lie miss,,satisfy win,26.13999938964844,26.85000038146973,26.979999542236328,27.43000030517578,26.88999938964844
11,fcbk,2013-05-01,breach breaches break caution cautioned closing closure concern concerns conciliation cut disclosing erred ill late lie limitation limitations losing loss lying miss plea pleas poses quit sever sue sued taint,approximate approximately assuming assumption assumptions believe could depend dependent differ intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit effective enable exciting great greater improve progress satisfy strong superior transparency win,27.770000457763672,27.43000030517578,28.96999931335449,27.56999969482422,26.68000030517578
12,fcbk,2013-06-13,break closed collapse cut disclose disclosed ill lapse lie lose miss resign resignation,depend dependent hidden,able gain gains satisfy success win,23.770000457763672,23.729999542236328,23.6299991607666,24.209999084472656,23.940000534057614
13,fcbk,2013-07-24,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations losing loss lying miss negative plea pleas poses quit sue sued taint,approximate approximately assume assumed assuming assumption assumptions believe could depend dependent differ hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit best better effective enable good great greater progress satisfy strong success successful successfully superior transparency win,26.1299991607666,26.51000022888184,34.360000610351555,35.43000030517578,38.04999923706055
14,fcbk,2013-08-15,acquiesce adverse adversely against allege alleged arrears bankrupt bankruptcy breach break bribe bribery cancel cancellation cancelled caution cautions cease ceased ceases ceasing claiming claims closed closing closure closures collapse concern conflict conflicting conflicts contested contrary correction corrupt corruption counterclaim cut damage damages default defect defects defer deficit delay delayed deleterious delinquent denied deny deter detract disclaim disclaims disclose disclosed discontinuance discrepancy dismiss dismissal dismissed dispose dispute disregard disregarded dissolution distress doubt easing embargo embargoes encumbrance encumbrances erred erring error errors exculpatory expose fail failed fails failure failures fault faults fined fines force forced forcing foreclose foreclosure forego fraud fraudulent harm hazard hazardous ill illegal illegality impair impaired impairing impairment impossibility impracticable inability inaccuracy inaccurate incapable incident incompetency inconsistency inconsistent incorrect indefeasible indefeasibly ineffective infringe infringement infringements injury inquiry insolvency insufficient intentional interfere invalid invalidate invalidated invalidity investigation investigations involuntary irreparable lapse lapsed late laundering lie limitation limitations liquidate liquidation liquidator lose losing loss losses lying misconduct mislead misleading miss missed moratorium negative negatively negligence nonpayment obsolescence obsolete omission omissions omit omits omitted onerous oppose opposed overdue penalties penalty pled poses postpone preclude prejudice protest punitive purport purported question quit reject rejected rejects relinquish renegotiation reparation repudiate resign resignation restate restated restructuring revoke revoked sever solvency standstill stress sue sued sues suing suspect suspected suspend suspended terminate terminated terminates termination terminations threat threaten threatened unable unemployment unlawful unpaid unqualified unreasonably usurious usury violate violation violative,alteration ambiguity appear approximate approximately assume assumed assumes assumption assumptions believe believed believes conditional conditionally contingencies contingency contingent could depend dependence dependent depending differ doubt exposure exposures hidden intangible likelihood may might pending possibility possible precaution precautions preliminary risk risks speculative tending unusual vary varying,able achieve achieved adequately advances assuring beneficial beneficially benefit benefitting best charitable conclusive confident diligent effective enable exclusive exclusively favorable gain gains good great greater greatest improve improved improvement improvements improving invent invention inventions leading opportunities satisfaction satisfactory satisfied satisfies satisfy succeed succeeded succeeding success win,36.650001525878906,36.560001373291016,37.08000183105469,38.40999984741211,41.34000015258789
15,fcbk,2013-10-16,break collapse cut deter ill lapse lie miss,hidden,able satisfy win,49.5,51.13999938964844,52.209999084472656,53.849998474121094,51.95000076293945
16,fcbk,2013-10-30,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assume assumed assuming assumption assumptions believe could depend dependent differ hidden intangible may nearly predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able achieve achieved benefit better effective enable great greater satisfy strong superior transparency win,49.4000015258789,49.0099983215332,50.209999084472656,48.22000122070313,47.52999877929688
17,fcbk,2013-12-23,adverse adversely against allege alleged breach break calamity claims closed closing closure conflict conflicts contested corrupt corruption corruptly crisis culpability cut damage damages default defaulting defect defects defend defending deficiency deter disclose disclosed dispute disrupt disruption downgrading easing encumbrance encumbrances erred error fail failed failure fault fined force forced forego fraud fraudulent guilty harm hazard hazardous ill impracticable improper inadvisable inappropriate incident ineligible infringe infringement insufficient intentional interfere investigating investigation late laundering lie limitation limitations lose losing loss losses mislead misleading misrepresent misrepresentation miss moratorium noncompliance omission omissions omit overage plaintiff plea plead pleaded poses postpone quit refusal refuse refused reparation revocation sever strain sue sued suspend suspended suspending terminate terminated termination threat threaten threatened unable unavailable unlawful unpaid violation weak weakness,appear approximate approximately assume assuming believe believes conditional contingent could depend dependent differ may ordinarily pending possible preliminary risk risks sometime sometimes,able achieve advantage benefit confident effective exclusive gain gains good invent invention inventions leading opportunity satisfactory satisfied satisfy succeed succeeding win,55.11999893188477,57.77000045776367,57.959999084472656,57.72999954223633,53.709999084472656
