,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7
2,csco,2013-05-15,adverse antitrust break catastrophic caution cautioned concern conciliation cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns easing erred forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation loss losses miss obsolete plea pleas poses problem problems question quit restructuring restructurings seize slow sue sued taint termination threat threats volatility,anticipate anticipated approximate approximately believe believed believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations hidden intangible may pending predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve achieving benefit collaborate effective efficient enable enabling encouraging enhance excited gain gains good highest improve improvement improvements innovation innovations innovative invent inventor leading opportunities pleased profitability revolutionize satisfy success successful successfully win,17.60614776611328,17.55648422241211,19.77483940124512,19.824506759643555,19.476852416992188
3,csco,2013-06-07,break caution cautioned claims cut damage damages dismiss ill infringe infringement lie limitation limitations litigation miss sue taint volatility,approximate approximately believe differ may predict prediction predictions revise risk risks uncertain uncertainties volatility,able effective satisfy win,20.321155548095703,20.2714900970459,20.16388320922852,19.857614517211914,20.54464340209961
4,csco,2013-06-12,break closed cut disclose disclosed ill late lie lose miss terminate terminates,may,able satisfy win,19.9238338470459,19.857614517211914,20.155601501464844,20.445316314697266,20.26321220397949
5,csco,2013-06-24,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,20.26321220397949,19.91556167602539,19.87417221069336,20.38737297058105,20.49742889404297
6,csco,2013-07-23,adverse adversely break circumvent closing concern critical cut defend defending drastic drastically ill insufficient intrusion late lie lose loses losing miss pervasive plea pleas prevention quit seize stopping sue sued taint termination threat threats,approximate approximately assume believe could differ may preliminary revise risk risks uncertain uncertainty,able achieve benefit better effective excellence excited innovation innovative leading opportunities opportunity satisfied satisfy success successful successfully win,21.43935775756836,21.305988311767575,21.330995559692386,21.255970001220703,21.58106231689453
7,csco,2013-08-14,adverse antitrust break catastrophic caution cautioned closed concern conciliation cut defect defects defer deter disclose disclosed divest divestiture divestitures doubt doubtful downturn downturns easing erred forego ill impair impairment impairments inconsistent insufficient investigation investigations late lie limitation limitations litigation lose loss losses miss obsolete pervasive plea pleas poses question quit restructuring restructurings seize sue sued taint termination threat volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending predict predicting prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able accomplish achieve benefit better collaborate collaboration effective enable gain gains good great greater improve improvement improvements innovation innovative invent inventor leadership leading opportunities profitable satisfy success successful successfully unmatched win,21.939495086669922,21.98951530456543,20.40573501586914,20.23068618774414,19.88892364501953
8,csco,2013-08-15,break caution cautioned cut force forego ill late lie miss plea pleas sever termination,anticipate anticipated approximate approximately could differ may possible predict prediction predictions revise risk risks vary,able achieve benefit satisfy win,21.98951530456543,20.40573501586914,20.23068618774414,20.27236557006836,19.86391258239746
9,csco,2013-11-13,adverse antitrust break catastrophic caution cautioned concern conciliation cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred force forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation loss losses miss obsolete pervasive plea pleas poses problem problems question quit restructuring restructurings seize sue sued taint termination threat volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit collaborate collaboration confident effective efficient efficiently enable enhance gain gains good great greater improve improvement improvements innovation innovations invent inventor leadership leading opportunities proactive proactively profitability satisfy strong success successful successfully superior win,19.925128936767575,20.151836395263672,17.943531036376953,17.876358032226562,18.019105911254886
10,csco,2013-11-20,absence adverse adversely against breach break broken cancel canceled cancellation cancelled cease ceases closed closing closure concern conflict contested contrary convict conviction correcting crime cut damage damages defect defend defer delay delayed deter disclose dishonest dishonesty dismiss dismissal dispute dissolution divest divestiture divestitures divorce easing erred fail fails failure felony fined force forego forfeit forfeited forfeiture fraud harm ill illegal impair impairment impractical inability inconsistency inconsistent intentional interfere interrupt interruption invalid investigation involuntarily lapse lapsed late lie limitation limitations liquidate liquidation litigating litigation lose losing loss lying misconduct miss omission plea pleas pled poses preclude prosecution question quit refusal refuse refusing resign resignation restate restated restatement revoke sever sue sued suspend suspended suspends suspension taint terminate terminated terminates terminating termination terminations unable unauthorized unfunded violation voided writeoff writeoffs,ambiguous anticipate anticipated approximate approximately assume assumed assumption conditional depend dependent depends differ fluctuation indeterminable may pending possible predict predicted tending unknown unsettled vary,able accomplish achieve achievement attain attained attains beneficial benefit best conclusive confident desirable distinction effective enable enables exclusive exclusively favorable gain gains good great greater highest honor honored invent inventor leadership opportunity satisfaction satisfactory satisfied satisfy success valuable win,17.985517501831055,17.825979232788086,18.027496337890625,17.85957145690918,17.8427734375
11,csco,2013-12-04,break closed cut disclose disclosed ill late lie lose miss terminate terminates,may,able satisfy win,17.85116958618164,17.8427734375,17.557289123535153,17.817581176757812,16.99471664428711
14,csco,2014-02-26,adverse adversely against allege alleged bankrupt bankruptcy breach break calamity claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defects deficiency deter disclose disclosed dispose dispute disturb disturbance downgrading encumbrance encumbrances erred erring fail failed fails failure fault faults fined force forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill imperfection imperfections impracticable inadvisable incident incorrect ineligible infringe infringement injunction insolvency insufficient interfere interference investigation investigations lapse late lie limitation limitations lose losing loss losses manipulation mislead misleading misrepresent misrepresentation miss moratorium objection omission omissions omit omits omitted overtly plaintiff plea pleas poses postpone prejudice prejudiced preventing quit reparation revocation sever solvency sue sued suspend suspended suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid unrest violate violation weak weakness weaknesses,appear appeared assume assuming assumption assumptions believe conditional contingent could depend dependent may pending possible preliminary varied,able benefit best confident effective enable exclusive gain gains good great greater leading opportunity perfect positive satisfaction satisfactory satisfied satisfies satisfy stabilization succeed succeeding success win,18.47821807861328,18.554367065429688,18.5459041595459,18.249780654907227,18.385154724121094
15,csco,2014-03-03,absence acquiesce adverse adversely against annul annulled arrears bad bankrupt bankruptcy breach break cancel cancellation cancelled cease ceased claims closed closing closure concern conflict conflicting conflicts contrary cut damage damages decline deface defaced default defaulted defaults defect defects defend defending delay delays delist delisting destroy destroyed destruction deter disadvantage disadvantageous disclose disclosed discontinue discontinued dispose disregard disregarded disturb easing embargo encumber encumbered encumbrance erred erring erroneous error errors fail failed failure fault faulted faults fined force forced forego fraud fraudulent harm hinder ill illegal impair impaired impede impracticable inability incapable inconsistency inconsistent inquiry insolvency insolvent insufficient intentional invalid investigate investigation involuntary lack lapse lapsed late lie limitation limitations liquidation liquidator litigant lose losing loss losses lost lying misconduct miss misuse moratorium negligence negligent nonpayment omission omissions omit omitted omitting overdue plea plead pled poses postpone postponed preclude prejudice prejudicial prosecute punitive question questions quit reparation resign resignation resigning sever solvency stolen sue sued sues suffer suffered suffering suing suspension terminate terminated termination unable unauthorized unavailability undisclosed unduly unpaid unreasonable unwilling usury violation,ambiguity appear appears approximate approximately assume assumed assumes assuming assumption believe believed conditional conditionally contingency depend dependent differ indeterminate likelihood may might ordinarily pending possible presume presumed risk risks sometime sometimes variation variations,able advances advantage advantageous beneficial beneficially benefit conclusive conclusively constructive desirable effective empower empowered enable exclusive exclusively gain gains good great greater improve improvement improvements improving leading progress satisfaction satisfactory satisfied satisfy succeed succeeding success win,18.444377899169922,18.249780654907227,18.4612979888916,18.4612979888916,18.4612979888916
16,csco,2014-03-11,break closed cut disclose disclosed ill lie lose miss terminate terminates,may,able satisfy win,18.3513126373291,18.28362274169922,18.4612979888916,18.063644409179688,18.469762802124023
17,csco,2014-03-26,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,18.901256561279297,18.884336471557614,18.630512237548828,18.96894645690918,19.378528594970703
