,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7
0,aapl,2009-08-04,break cut lie miss resign resigned,,able effective satisfy win,15.792902946472168,15.709395408630373,15.667640686035154,15.70560073852539,15.981736183166506
1,aapl,2009-10-19,break challenging closure conciliation cut decline defer deter disrupt erred erring error ill infringe infringed investigate investigated late lie limitation litigation loss lying miss poses problem problems quit restate restatement sue sued sues taint termination unfavorable,almost apparent appear appears approximate approximately assume assumes believe believes contingencies could depend dependency differ intangible may ordinarily risk risks uncertain uncertainties unspecified,able benefit delight delighted effective enable enhance favorable good great greater innovation innovations invent invented inventor satisfy strong superior transparency win winning,17.844467163085938,18.01622200012207,18.86076164245605,19.471866607666016,18.25725555419922
2,aapl,2010-01-25,break closure cut decline defer disrupt erred error ill infringe infringed investigate investigated late lie limitation litigation lying miss plea pleas poses problem problems quit restate restatement sue sued sues taint unfavorable,approximate approximately assume assumes believe believes contingencies could depend dependency differ intangible may might revise revised risk risks uncertain uncertainties unspecified,able benefit better excited favorable innovation innovations invent invented inventor pleased satisfy strong win winning,18.76491928100586,19.26974868774414,19.54208755493164,18.911056518554688,18.905357360839844
3,aapl,2010-03-01,absence adverse adversely against alienation breach break cancel cancellation cancelled cease ceases closing conflict conflicts contrary correcting cut damage damages defeat defeated defect defend defer delay deter dismiss dismissal dispose dissolution divest divestiture divestitures doubt encumbrance erred fail failure fined force forego forfeit forfeited forfeiture harm ill impair impairment impending inability inconsistency inconsistent invalid involuntary lapse lapsed late lie limitation limitations liquidation losing loss losses lying miss omission omit omitted oppose opposed pled poses question quit resign resignation restate restated restatement revoke sever sue sued suffer suffered suspend suspends suspension terminate terminated termination terminations unable unfunded unpaid writeoff writeoffs,anticipation approximate approximately assume assumed assumption contingent could depend dependent differ doubt may pending possible preliminary tending unusual varies,able achieve achievement assure attain attains beneficial beneficially benefit conclusive desirable distinction distinctions effective enable enables exclusive exclusively favorable gain gains good great greater highest invent inventor opportunity satisfaction satisfactory satisfied satisfies satisfy success superior win,19.41683006286621,19.83150863647461,19.8182315826416,19.994728088378906,21.33555030822754
4,aapl,2010-03-12,absence break cut lie miss,assuming,able satisfy win,21.398176193237305,21.5025634765625,21.240657806396484,21.26722717285156,21.66957092285156
5,aapl,2010-04-20,break closure cut decline disrupt erred error ill infringe infringed investigate investigated late lie limitation litigation miss poses problem problems quit restate restatement sever sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ intangible may risk risks uncertain uncertainties,able benefit best favorable innovation innovations invent invented inventor satisfy win winning,23.44499969482422,23.209674835205078,24.597944259643555,25.699642181396484,25.4918270111084
6,aapl,2010-07-20,break closure cut decline disrupt erred error ill infringe infringed investigate investigated late lie limitation litigation miss plea pleas poses problem problems quit restate restatement sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ intangible may risk risks uncertain uncertainties,able benefit best favorable innovation innovations invent invented inventor pleased satisfy success successful win,23.30361175537109,23.902385711669922,24.125383377075195,24.666263580322266,24.492610931396484
7,aapl,2010-10-18,break closure cut decline disaster disasters disrupt erred error ill infringe infringed investigate investigated late lie limitation litigation loss miss poses problem problems quit restate restatement sue sued sues taint unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ intangible may risk risks uncertain uncertainties,able benefit best favorable innovation innovations invent inventing inventor satisfy strength win,29.86635398864746,30.17569923400879,29.368165969848636,29.371021270751953,29.21065330505371
8,aapl,2010-11-17,absence acquit against allege alleged breach break cancel cancellation cancelled cease ceased challenge challenges claims closed closure contrary convict convicted cut defend defending destroy destroyed destruction deter disapproval disclose disclosed disinterested disqualification disregard disregarded dissolution enjoin enjoined erred fail fails felony fined fines force forego ill illegal inability incapacity incident inconsistent lack late lie limitation limitations lose loss losses lost miss neglect objection omission omissions oppose opposed plea pleas pled poses postpone postponement preclude prejudice protest protesting question questions quit refusal refuse refuses resign resignation restate restated revocation revoke revoked stolen sue sued terminate terminated termination unable unsound,appear appearing appears depend dependent differ indefinite may might pending possible tending variable,able beneficial beneficially desired effective empower empowered enjoy enjoyed exclusive exclusively gain gains great greater highest opportunity pleasure satisfies satisfy succeed succeeding success valuable win,28.61852836608887,28.51509094238281,29.267580032348636,29.73540496826172,29.89101982116699
9,aapl,2011-01-18,break closure cut decline disaster disasters disrupt erred error firing ill infringe infringed late lie limitation loss miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ intangible may risk risks uncertain uncertainties,able benefit best exciting favorable innovation innovations invent inventing inventor satisfy win,33.068023681640625,32.32500457763672,32.15325927734375,31.00316429138184,32.56793594360352
